,name,experiences_offered,transit,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
126,Tranquil Artist Retreat w/ Patio,none,"The house is located in a canyon, so if you want to access public transportation you would need to walk down to Eagle Rock Blvd.  Car (or uber) is highly recommended.  There are two subway stations 2.2 miles from the house.  There is street parking available in front of house.",2010-11-24,"Los Angeles, California, United States",,f,Glassell Park,1.0,1.0,t,t,"Los Angeles, CA, United States",Glassell Park,Glassell Park,City of Los Angeles,Los Angeles,CA,90065,Los Angeles,"Los Angeles, CA",US,United States,34.11234968551957,-118.23207149438082,t,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$78.00,$400.00,"$1,999.00",$500.00,$0.00,1,$0.00,29,1125,29,29,1125,1125,29.0,1125.0,t,0,0,0,74,6,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,t,t,1,1,0,0,0.07
127,VIEWS! HOLLYWOOD SIGN - DOWNTOWN #1,none,,2010-12-04,"Los Angeles, California, United States",within an hour,t,Hollywood Hills,4.0,4.0,t,t,"Hollywood, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Hollywood,CA,90068,Los Angeles,"Hollywood, CA",US,United States,34.11546922357461,-118.32415517284456,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer}",$125.00,,,$0.00,$60.00,2,$75.00,1,365,1,1,365,365,1.0,365.0,t,28,58,79,354,104,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,4,1,3,0,1.06
128,Very private Hollywood bungalow,none,,2010-12-23,"Los Angeles, California, United States",within an hour,f,Hollywood,1.0,1.0,t,t,"Los Angeles, CA, United States",Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90029,Los Angeles,"Los Angeles, CA",US,United States,34.08720559503665,-118.30552956931768,t,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$175.00,"$1,049.00","$3,050.00",,$85.00,2,$25.00,3,180,3,3,180,180,3.0,180.0,t,0,0,0,196,55,0,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.6
129,"""Entourage""  Honeymoon Spa Retreat",none,Rental car or Uber recommended.,2010-07-09,"Los Angeles, California, United States",,f,Los Feliz,1.0,1.0,t,f,"Los Angeles, CA, United States",Los Feliz,Los Feliz,City of Los Angeles,Los Angeles,CA,90027,Los Angeles,"Los Angeles, CA",US,United States,34.11661224614204,-118.28775584140708,t,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Dog(s),""Free street parking"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""Host greets you"",Kitchenette,""Full kitchen""}",$395.00,"$2,745.00",,$395.00,$95.00,2,$75.00,3,730,3,3,730,730,3.0,730.0,t,16,35,65,329,30,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,super_strict_30,f,f,1,1,0,0,0.31
130,Tranquil Guesthouse Oasis with a Hot Tub,none,,2010-08-23,"Culver City, California, United States",within a few hours,t,Culver City,2.0,2.0,t,t,"Culver City, CA, United States",Culver City,Culver City,Other Cities,Culver City,CA,90232,Los Angeles,"Culver City, CA",US,United States,34.009588337222425,-118.40954430756443,t,Guesthouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Step-free access"",Netflix,""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$135.00,,,$500.00,$60.00,1,$0.00,1,365,1,1,365,365,1.0,365.0,t,4,12,27,234,396,83,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,4.05
131,Cinema Suites - The Casablanca Room,none,,2013-09-26,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,5.0,5.0,t,f,"Los Angeles, CA, United States",,Carthay,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.0586419995292,-118.36464978048764,t,Bed and breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Suitable for events"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator}",$125.00,,,,,1,$20.00,1,730,1,1,730,730,1.0,730.0,t,30,60,90,365,0,0,,,,,,,,f,f,f,moderate,f,f,5,0,5,0,
132,furnished one bedroom,none,"There is a bus stop about 1/2blk away which would take you either to the beach or to UCLA , as well as the city of Santa Monica has rent a bike station also about 1/2blk away from the apartment.",2011-01-03,"Culver City, California, United States",within an hour,t,Brentwood,5.0,5.0,t,t,"Santa Monica, CA, United States",Brentwood,Santa Monica,Other Cities,Santa Monica,CA,90403,Los Angeles,"Santa Monica, CA",US,United States,34.04054732372593,-118.47479703437828,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Other}",$95.00,,"$2,800.00",,,1,$0.00,31,93,31,31,93,93,31.0,93.0,t,14,26,56,331,36,4,95.0,10.0,9.0,10.0,10.0,10.0,9.0,t,f,f,strict_14_with_grace_period,f,f,4,4,0,0,0.4
133,Hollywood Bungalow/Pool/GuestHouse,none,,2011-01-04,"West Hollywood, California, United States",within a day,f,West Hollywood,2.0,2.0,t,t,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90069,Los Angeles,"West Hollywood, CA",US,United States,34.08176938687392,-118.38746606509012,t,Bungalow,Entire home/apt,6,3.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$350.00,,"$10,500.00","$3,000.00",$260.00,6,$0.00,30,365,30,30,365,365,30.0,365.0,t,10,10,22,204,7,0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,0.08
134,Cinema Suites - The Shangri-la Room,none,,2013-09-26,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,5.0,5.0,t,f,"Los Angeles, CA, United States",,Carthay,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.05966381146796,-118.36396778965336,t,Bed and breakfast,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Other}",$125.00,,,$0.00,$0.00,2,$20.00,1,730,1,1,730,730,1.0,730.0,t,30,60,90,365,0,0,,,,,,,,f,f,f,moderate,f,f,5,0,5,0,
135,Cinema Suites - The Hollywood Room,none,,2013-09-26,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,5.0,5.0,t,f,"Los Angeles, CA, United States",,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.058459227417515,-118.36320608527895,t,Bed and breakfast,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Bed linens"",""Extra pillows and blankets""}",$125.00,,,$0.00,$0.00,2,$20.00,1,730,1,1,730,730,1.0,730.0,t,30,60,90,365,0,0,,,,,,,,f,f,f,flexible,f,f,5,0,5,0,
136,Cinema Suites - The Small Room,none,,2013-09-26,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,5.0,5.0,t,f,"Los Angeles, CA, United States",,Carthay,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.060312818140005,-118.36380363760055,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Breakfast,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Bed linens"",""Extra pillows and blankets""}",$100.00,,,$0.00,$0.00,2,$0.00,1,730,1,1,730,730,1.0,730.0,t,30,60,90,365,0,0,,,,,,,,f,f,f,flexible,f,f,5,0,5,0,
137,L.A. Lifestyle--like you live here,none,,2011-01-17,"Los Angeles, California, United States",within a few hours,t,Mid-City,1.0,1.0,t,f,"Los Angeles, CA, United States",Mid-City,Mid-City,City of Los Angeles,Los Angeles,CA,90016,Los Angeles,"Los Angeles, CA",US,United States,34.03852818950432,-118.3362766369865,t,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection""}",$97.00,$600.00,"$2,100.00",$100.00,$45.00,1,$10.00,1,30,1,1,30,30,1.0,30.0,t,9,33,50,253,510,72,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,5.35
138,Casa Periwinkle - Garden Apartment,none,"MTA public bus stop on Broadway and Solano Ave., 1/2 mile by foot at Broadway & Solano. Easy access to MTA buses. Nearest Gold Line station is in Chinatown (1 mile).",2011-01-23,"Los Angeles, California, United States",within an hour,t,,1.0,1.0,t,t,"Los Angeles, CA, United States",Cypress Park,Elysian Park,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.07881580312297,-118.23393292033728,t,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Host greets you""}",$64.00,$400.00,"$1,200.00",$300.00,$0.00,2,$10.00,3,60,3,3,60,60,3.0,60.0,t,12,19,30,106,151,37,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,t,t,1,1,0,0,1.57
139,Amazingly reviewed private bedroom,none,"Parking is very easy and free on our street, with no permits required.  A convenient bus stop on Pico Blvd is a 5 minute walk up the street.  Getting from the airport can be done via bus but we strongly suggest taking a taxi in spite of the cost.",2011-01-28,"Los Angeles, California, United States",within an hour,t,South Robertson,3.0,3.0,t,t,"Los Angeles, CA, United States",South Robertson,Beverlywood,City of Los Angeles,Los Angeles,CA,90035,Los Angeles,"Los Angeles, CA",US,United States,34.049805232084985,-118.39744974866638,t,House,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Luggage dropoff allowed"",""Long term stays allowed""}",$70.00,$480.00,"$1,550.00",,$60.00,1,$10.00,7,365,7,7,365,365,7.0,365.0,t,0,0,27,302,145,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,3,0,3,0,1.5
140,Private bedroom with great reviews,none,"Parking is very easy and free on our street, with no permits required.  A convenient bus stop on Pico Blvd is a 5 minute walk up the street.  Getting from the airport can be done via bus but we strongly suggest taking a taxi in spite of the cost.",2011-01-28,"Los Angeles, California, United States",within an hour,t,South Robertson,3.0,3.0,t,t,"Los Angeles, CA, United States",South Robertson,Beverlywood,City of Los Angeles,Los Angeles,CA,90035,Los Angeles,"Los Angeles, CA",US,United States,34.04977838735158,-118.39744746618521,t,House,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$70.00,$480.00,"$1,550.00",,$60.00,1,$10.00,7,365,7,7,365,365,7.0,365.0,t,13,13,13,223,126,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,3,0,3,0,1.31
141,Melrose Place in west LA Apt,none,"Bus lines, Expo line 1 mile away, off street private parking! ",2010-07-06,"Los Angeles, California, United States",within an hour,f,Westside,1.0,1.0,t,t,"Los Angeles, CA, United States",Westside,Cheviot Hills,City of Los Angeles,Los Angeles,CA,90064,Los Angeles,"Los Angeles, CA",US,United States,34.03044539035811,-118.4061770618553,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you""}",$50.00,,"$1,100.00",$0.00,$20.00,1,$0.00,25,180,21,26,180,180,22.4,180.0,t,0,0,26,115,5,1,96.0,10.0,9.0,9.0,10.0,10.0,9.0,f,t,f,moderate,f,f,1,0,1,0,0.11
142,Gorgeous Los Feliz Garden Apt!,none,,2011-02-01,"Los Angeles, California, United States",,f,Hollywood Hills,1.0,1.0,t,f,"Los Angeles, CA, United States",Hollywood,Los Feliz,City of Los Angeles,Los Angeles,CA,90027,Los Angeles,"Los Angeles, CA",US,United States,34.10585980243645,-118.29797038899477,t,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer}",$65.00,,"$1,195.00",,$65.00,1,$0.00,30,60,30,30,60,60,30.0,60.0,t,30,60,90,365,15,0,89.0,9.0,9.0,9.0,9.0,10.0,9.0,f,f,f,strict_14_with_grace_period,t,t,1,0,1,0,0.16
143,Large and lovely room in a craftsman home,none,"We are near buses and trains but a car is always preferable.  If you don't rent a car, I would advise to get Uber when you return home at night.  In the day, the public transportation is pretty good but at night it's rather slow.",2010-09-10,"Los Angeles, California, United States",within a day,t,Mid-City,2.0,2.0,t,t,"Los Angeles, CA, United States",Mid-City,Harvard Heights,City of Los Angeles,Los Angeles,CA,90006,Los Angeles,"Los Angeles, CA",US,United States,34.04079366648589,-118.30837447688259,t,House,Private room,2,2.0,1.0,1.0,Futon,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Long term stays allowed"",Other}",$50.00,$375.00,"$1,100.00",$100.00,$75.00,2,$0.00,4,90,4,4,90,90,4.0,90.0,t,21,21,21,276,17,2,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,strict_14_with_grace_period,f,t,2,0,2,0,0.18
144,Small Studio - Ocean View & Steps from the sand!,none,"Easy to walk to many restaurants and bars in 5 minutes or less. Pharmacies, Whole Foods and other service stores are all 10/15 minutes away. Use the provided bicycles and ride anywhere you want for free! Sorry, NO CAR Parking at the studio. Plenty of free parking in the street.",2010-09-21,"Los Angeles, California, United States",,f,Venice,1.0,1.0,t,t,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.983712773005216,-118.4699491748317,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,Wifi,Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Beach essentials"",""Luggage dropoff allowed"",Beachfront}",$95.00,$625.00,,$100.00,$30.00,2,$0.00,2,28,2,2,28,28,2.0,28.0,t,20,41,69,323,300,61,90.0,10.0,9.0,9.0,9.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,t,1,1,0,0,3.0
145,Cozy cottage,none,Easy public bus transportation in Sunset Blvd,2010-03-11,"Los Angeles, California, United States",within an hour,f,West Hollywood,14.0,14.0,t,f,"Los Angeles, CA, United States",West Hollywood,West Hollywood,Other Cities,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.090313257060004,-118.3627053557888,t,Bungalow,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Long term stays allowed"",Other}",$90.00,$700.00,"$2,550.00",$300.00,$100.00,2,$10.00,31,1125,31,31,1125,1125,31.0,1125.0,t,0,26,56,331,137,12,87.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,14,14,0,0,1.43
